func_code,assignment_id,func_name,description,test,correct,user,repair,repair_correctness
"def sort_age(lst):
    lst.sort(key = lambda x: x[1], reverse = True)
    print(lst)
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    lst.sort(key = lambda x: x[1], reverse = True)
    print(lst)
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    new_lst = []
    for i in range(len(lst)):
        if lst[i][1]< lst[i+1][1]:
            new_lst.append(lst[i])
    lst.reverse()
    return lst
        
    pass
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    new_lst = [()]
    for i in range(len(lst)):
        if lst[i][1]< lst[i+1][1]:
            new_lst.append(lst[i])
    lst.reverse()
    return lst
        
    pass
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    new_lst = []
    for i in range(len(lst)):
        if lst[i][1]> lst[i+1][1]:
            new_lst.append(lst[i])
    return lst        
            
        
    pass
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def merge(one,two):
    new_tup = []
    while left and right:
        if one[0][1] < two[0][1]:
            new_tup.append(one.pop(0))
        else:
            new_tup.append(two.pop(0))
    return new_tup

def sort_age(lst):
    n = len(lst)
    if n <2:
        return lst
    left = lst[:n/2]
    right = lst[n/2:]
    return merge(left,right)
    
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,,False
"def merge(one,two):
    new_tup = []
    while one and two:
        if one[0][1] < two[0][1]:
            new_tup.append(one.pop(0))
        else:
            new_tup.append(two.pop(0))
    return new_tup

def sort_age(lst):
    n = len(lst)
    if n <2:
        return lst
    left = lst[:n/2]
    right = lst[n/2:]
    return merge(left,right)
    
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,,False
"def sort_age(lst):
    return lst.sort(key=lambda x: x[1], reverse=True)
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    a=[]
    for i in lst:
        if i==max(lst):
            a.append(i)
        continue    
    return a
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    compiled = []
    result = []
    for i in lst:
        compiled = compiled + [i[1]]
    compiled.sort()
    compiled.reverse()
    for i in compiled:
        for j in lst:
            if i == j[1]:
                result = result + [j]
    return result
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    if True:
        0
    elif True:
        0
    for i in range(0, len(lst) - 1):
        for j in range(i + 1, len(lst)):
            if lst[i][1] < lst[j][1]:
                tmp = lst[i]
                lst[i] = lst[j]
                lst[j] = tmp
    return lst",True
"def sort_age(lst):
    return lst.sort(key=lambda x:x[1])
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    def age(i):
        return i[1]
        
    def position(seq, ele):
        n = len(seq)
        for i in range(n):
            if seq[i] == ele:
                return i
                
    def largest_age(seq):
        largest = age(seq[0])
        largest_pos = 0
        for i in seq:
            if age(i) > largest:
                largest = age(i)
                largest_pos = position(seq,i)
        return seq[largest_pos]
    n = len(lst)
    if n ==0:
        return []
    elif n ==1:
        return lst
    else:
        return [largest_age(lst)]+[sort_age(lst[1:])]
        
        
    # Fill in your code here
    pass
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    if len(range(0, len(lst) - 1)[:int(len(range(0, len(lst) - 1)) / 2)]) > 0:
        for i in range(0, len(lst) - 1)[:int(len(range(0, len(lst) - 1)) / 2)]:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
    for i in range(0, len(lst) - 1)[int(len(range(0, len(lst) - 1)) / 2):]:
        if False:
            0
        for j in range(i + 1, len(lst)):
            if lst[i][1] < lst[j][1]:
                tmp = lst[i]
                lst[i] = lst[j]
                lst[j] = tmp
    return lst",True
"def sort_age(lst):
    a = list(set(lst))
    lst.clear()
    lst.append(a)
    return lst
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    # Fill in your code here
    return lst.sort(key=lambda x: x[1])
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    return lst.sort(key = lambda x: x[1], reverse = True)
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    lst.sort(key=lambda x:x[1])
    lst.reverse()
    print(lst)
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    lst.sort(key=lambda x:x[1])
    lst.reverse()
    print(lst)
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
"def sort_age(lst):
    lst.sort(key=lambda x:x[1])
    lst.reverse()
    print(lst)
",4,sort_age,"Task: Sorting Tuples


Can we sort items other than integers? For this question, you will be sorting tuples!
We represent a person using a tuple (<gender>, <age>). Given a list of people, write
a function sort_age that sorts the people and return a list in an order such that the older
people are at the front of the list. An example of the list of people is [(""M"", 23), (""F"",
19), (""M"", 30)]. The sorted list would look like [(""M"", 30), (""M"", 23), (""F"", 19)]. You
may assume that no two members in the list of people are of the same age.","assert sort_age([(""F"", 19)])==[('F', 19)] and sort_age([(""M"", 35), (""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 35), ('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30), (""M"", 17)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18), ('M', 17)] and sort_age([(""F"", 18), (""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19), ('F', 18)] and sort_age([(""M"", 23), (""F"", 19), (""M"", 30)])==[('M', 30), ('M', 23), ('F', 19)] and sort_age([])==[]",False,,"def sort_age(lst):
    for i in range(0, len(lst) - 1):
        if True:
            for j in range(i + 1, len(lst)):
                if lst[i][1] < lst[j][1]:
                    tmp = lst[i]
                    lst[i] = lst[j]
                    lst[j] = tmp
                elif True:
                    0
    return lst",True
